"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "NS.2108.003.UDP0203_i7...UDP0203_i5.RNA_0010_5268_Tumeur_R1" "NS.2108.003.UDP0204_i7...UDP0204_i5.RNA_0011_5402_Sain_R1" "NS.2108.003.UDP0205_i7...UDP0205_i5.RNA_0012_5402_Tumeur_R1" "NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1"
"MCTP2" 0 0 0 -1 0 0 0 0
"LETR1" 0 0 0 -1 0 0 0 0
"LINC00924" 0 0 0 -1 0 0 0 0
"NR2F2-AS1" 0 0 0 -1 0 0 0 0
"LINC02157" 0 0 0 -1 0 0 0 0
"NR2F2" 0 0 0 -1 0 0 0 0
"LINC02253" 0 0 0 -1 0 0 0 0
"LINC00923" 0 0 0 -1 0 0 0 0
"ARRDC4" 0 0 0 -1 0 0 0 0
"LINC02351" 0 0 0 -1 0 0 0 0
"FAM169BP" 0 0 0 -1 0 0 0 0
"IRAIN" 0 0 0 -1 0 0 0 0
"IGF1R" 0 0 0 -1 0 0 0 0
"SYNM-AS1" 0 0 0 -1 0 0 0 0
"PGPEP1L" 0 0 0 -1 0 0 0 0
"LUNAR1" 0 0 0 -1 0 0 0 0
"SYNM" 0 0 0 -1 0 0 0 0
"SYNM-AS2" 0 0 0 -1 0 0 0 0
"TTC23" 0 0 0 0 0 0 0 0
"TTC23-AS1" 0 0 0 0 0 0 0 0
"LRRC28" 0 0 0 0 0 0 0 0
"HSP90B2P" 0 0 0 0 0 0 0 0
"LINC02244" 0 0 0 0 0 0 0 0
"LINC03080" 0 0 0 0 0 0 0 0
"MEF2A" 0 0 0 0 0 0 0 0
"LYSMD4" 0 0 0 0 0 0 0 0
"DNM1P46" 0 0 0 0 0 0 0 0
"ADAMTS17" 0 0 0 0 0 0 0 0
"SPATA41" 0 0 0 0 0 0 0 0
"CERS3-AS1" 0 0 0 0 0 0 0 0
"CERS3" 0 0 0 0 0 0 0 0
"RNU6-322P" 0 0 0 0 0 0 0 0
"PRKXP1" 0 0 0 0 0 0 0 0
"LINS1" 0 0 0 0 0 0 0 0
"ASB7" 0 0 0 0 0 0 0 0
"GCAWKR" 0 0 0 0 0 0 0 0
"ALDH1A3" 0 0 0 0 0 0 0 0
"ALDH1A3-AS1" 0 0 0 0 0 0 0 0
"LRRK1" 0 0 0 0 0 0 0 0
"CHSY1" 0 0 0 0 0 0 0 0
"SELENOS" 0 0 0 0 0 0 0 0
"SNRPA1" 0 0 0 0 0 0 0 0
"PCSK6" 0 0 0 0 0 0 0 0
"SNRPA1-DT" 0 0 0 0 0 0 0 0
"TM2D3" 0 0 0 0 0 0 0 0
"RNU6-807P" 0 0 0 0 0 0 0 0
"TARS3" 0 0 0 0 0 0 0 0
"UBE2Q2P13" 0 0 0 0 0 0 0 0
"DNM1P47" 0 0 0 0 0 0 0 0
"GOLGA8VP" 0 0 0 0 0 0 0 0
"RN7SL209P" 0 0 0 0 0 0 0 0
"WASH3P" 0 0 0 0 0 0 0 0
"DDX11L10" 0 1 0 -1 0 0 0 0
"WASH4P" 0 1 0 -1 0 0 0 0
"MIR6859-2" 0 1 0 -1 0 0 0 0
"WASIR2" 0 1 0 -1 0 0 0 0
"IL9RP3" 0 1 0 -1 0 0 0 0
"POLR3K" 0 1 0 -1 0 0 0 0
"SNRNP25" 0 1 0 -1 0 0 0 0
"RHBDF1" 0 1 0 -1 0 0 0 0
"MPG" 0 1 0 -1 0 0 0 0
"NPRL3" 0 1 0 -1 0 0 0 0
"HBZ" 0 1 0 0 0 0 0 0
"HBM" 0 1 0 0 0 0 0 0
"HBA2" 0 1 0 0 0 0 0 0
"HBA1" 0 1 0 0 0 0 0 0
"HBQ1" 0 1 0 0 0 0 0 0
"LUC7L" 0 1 0 0 0 0 0 0
"FAM234A" 0 1 0 0 0 0 0 0
"RGS11" 0 1 0 0 0 0 0 0
"ARHGDIG" 0 1 0 0 0 0 0 0
"PDIA2" 0 1 0 0 0 0 0 0
"AXIN1" 0 1 0 0 0 0 0 0
"MRPL28" 0 1 0 0 0 0 0 0
"PGAP6" 0 1 0 0 0 0 0 0
"NME4" 0 1 0 0 0 0 0 0
"DECR2" 0 1 0 0 0 0 0 0
"RAB11FIP3" 0 1 0 0 0 0 0 0
"LINC00235" 0 1 0 0 0 0 0 0
"CAPN15" 0 1 0 0 0 0 0 0
"MIR5587" 0 1 0 0 0 0 0 0
"MIR3176" 0 1 0 0 0 0 0 0
"PIGQ" 0 1 0 0 0 0 0 0
"NHLRC4" 0 1 0 0 0 0 0 0
"RAB40C" 0 1 0 0 0 0 0 0
"WFIKKN1" 0 1 0 0 0 0 0 0
"METTL26" 0 1 0 0 0 0 0 0
"MCRIP2" 0 1 0 0 0 0 0 0
"WDR90" 0 1 0 0 0 0 0 0
"RHOT2" 0 1 0 0 0 0 0 0
"RHBDL1" 0 1 0 0 0 0 0 0
"STUB1-DT" 0 1 0 0 0 0 0 0
"STUB1" 0 1 0 0 0 0 0 0
"JMJD8" 0 1 0 0 0 0 0 0
"WDR24" 0 1 0 0 0 0 0 0
"FBXL16" 0 1 0 0 0 0 0 0
"METRN" 0 1 0 0 0 0 0 0
"ANTKMT" 0 1 0 0 0 0 0 0
"CCDC78" 0 1 0 0 0 0 0 0
"HAGHL" 0 1 0 0 0 0 0 0
"CIAO3" 0 1 0 0 0 0 0 0
"MSLN" 0 1 0 0 0 0 0 0
"MSLNL" 0 1 0 0 0 0 0 0
"RPUSD1" 0 1 0 0 0 0 0 0
"CHTF18" 0 1 0 0 0 0 0 0
"GNG13" 0 1 0 0 0 0 0 0
"LMF1" 0 1 0 0 0 0 0 0
"LMF1-AS1" 0 1 0 0 0 0 0 0
"CEROX1" 0 1 0 0 0 0 0 0
"SOX8" 0 1 0 0 0 0 0 0
"C1QTNF8" 0 1 0 0 0 0 0 0
"CACNA1H" 0 1 0 0 0 0 0 0
"TPSG1" 0 1 0 0 0 0 0 0
"TPSB2" 0 1 0 0 0 0 0 0
"TPSAB1" 0 1 0 0 0 0 0 0
"TPSD1" 0 1 0 0 0 0 0 0
"TPSP2" 0 1 0 0 0 0 0 0
"UBE2I" 0 1 0 0 0 0 0 0
"BAIAP3" 0 1 0 0 0 0 0 0
"TSR3" 0 1 0 0 0 0 0 0
"GNPTG" 0 1 0 0 0 0 0 0
"UNKL" 0 1 0 0 0 0 0 0
"UQCC4" 0 1 0 0 0 0 0 0
"PERCC1" 0 1 0 0 0 0 0 0
"CCDC154" 0 1 0 0 0 0 0 0
"CLCN7" 0 1 0 0 0 0 0 0
"PTX4" 0 1 0 0 0 0 0 0
"TELO2" 0 1 0 0 0 0 0 0
"IFT140" 0 1 0 0 0 0 0 0
"TMEM204" 0 1 0 0 0 0 0 0
"CRAMP1" 0 1 0 0 0 0 0 0
"JPT2" 0 1 0 0 0 0 0 0
"MAPK8IP3" 0 1 0 0 0 0 0 0
"NME3" 0 1 0 0 0 0 0 0
"MRPS34" 0 1 0 0 0 0 0 0
"EME2" 0 1 0 0 0 0 0 0
"SPSB3" 0 1 0 0 0 0 0 0
"NUBP2" 0 1 0 0 0 0 0 0
"IGFALS" 0 1 0 0 0 0 0 0
"HAGH" 0 1 0 0 0 0 0 0
"FAHD1" 0 1 0 0 0 0 0 0
"MEIOB" 0 1 0 0 0 0 0 0
"HS3ST6" 0 1 0 0 0 0 0 0
"MSRB1" 0 1 0 0 0 0 0 0
"RPL3L" 0 1 0 0 0 0 0 0
"NDUFB10" 0 1 0 0 0 0 0 0
"RPS2" 0 1 0 0 0 0 0 0
"SNORA10" 0 1 0 0 0 0 0 0
"SNORA64" 0 1 0 0 0 0 0 0
"SNHG9" 0 1 0 0 0 0 0 0
"RNF151" 0 1 0 0 0 0 0 0
"TBL3" 0 1 0 0 0 0 0 0
"NOXO1" 0 1 0 0 0 0 0 0
"GFER" 0 1 0 0 0 0 0 0
"SYNGR3" 0 1 0 0 0 0 0 0
"ZNF598" 0 1 0 0 0 0 0 0
"NPW" 0 1 0 0 0 0 0 0
"NHERF2" 0 1 0 0 0 0 0 0
"NTHL1" 0 1 0 0 0 0 0 0
"TSC2" 0 1 0 0 0 0 0 0
"PKD1" 0 1 0 0 0 0 0 0
"PKD1-AS1" 0 1 0 0 0 0 0 0
"RAB26" 0 1 0 0 0 0 0 0
"SNHG19" 0 1 0 0 0 0 0 0
"TRAF7" 0 1 0 0 0 0 0 0
"CASKIN1" 0 1 0 0 0 0 0 0
"MLST8" 0 1 0 0 0 0 0 0
"BRICD5" 0 1 0 0 0 0 0 0
"PGP" 0 1 0 0 0 0 0 0
"E4F1" 0 1 0 0 0 0 0 0
"DNASE1L2" 0 1 0 0 0 0 0 0
"ECI1" 0 1 0 0 0 0 0 0
"ECI1-AS1" 0 1 0 0 0 0 0 0
"RNPS1" 0 1 0 0 0 0 0 0
"MIR3677HG" 0 1 0 0 0 0 0 0
"MIR3677" 0 1 0 0 0 0 0 0
"ABCA3" 0 0 0 0 0 0 0 0
"ABCA17P" 0 0 0 0 0 0 0 0
"CCNF" 0 0 0 0 0 0 0 0
"TEDC2" 0 0 0 0 0 0 0 0
"TEDC2-AS1" 0 0 0 0 0 0 0 0
"NTN3" 0 0 0 0 0 0 0 0
"TBC1D24" 0 0 0 0 0 0 0 0
"ATP6V0C" 0 0 0 0 0 0 0 0
"AMDHD2" 0 0 0 0 0 0 0 0
"CEMP1" 0 0 0 0 0 0 0 0
"MIR3178" 0 0 0 0 0 0 0 0
"PDPK1" 0 0 0 0 0 0 0 0
"PDPK2P" 0 0 0 0 0 0 0 0
"ERVK13-1" 0 0 0 0 0 0 0 0
"KCTD5" 0 0 0 0 0 0 0 0
"PRSS27" 0 0 0 0 0 0 0 0
"SRRM2-AS1" 0 0 0 0 0 0 0 0
"SRRM2" 0 0 0 0 0 0 0 0
"ELOB" 0 0 0 0 0 0 0 0
"PRSS33" 0 0 0 0 0 0 0 0
"PRSS21" 0 0 0 0 0 0 0 0
"ZG16B" 0 0 0 0 0 0 0 0
"PRSS30P" 0 0 0 0 0 0 0 0
"PRSS22" 0 0 0 0 0 0 0 0
"FLYWCH2" 0 0 0 0 0 0 0 0
"FLYWCH1" 0 0 0 0 0 0 0 0
"KREMEN2" 0 0 0 0 0 0 0 0
"PKMYT1" 0 0 0 0 0 0 0 0
"PAQR4" 0 0 0 0 0 0 0 0
"GREP1" 0 0 0 0 0 0 0 0
"CLDN9" 0 0 0 0 0 0 0 0
"CLDN6" 0 0 0 0 0 0 0 0
"TNFRSF12A" 0 0 0 0 0 0 0 0
"HCFC1R1" 0 0 0 0 0 0 0 0
"THOC6" 0 0 0 0 0 0 0 0
"BICDL2" 0 0 0 0 0 0 0 0
"MMP25-AS1" 0 0 0 0 0 0 0 0
"MMP25" 0 0 0 0 0 0 0 0
"IL32" 0 0 0 0 0 0 0 0
"RNU1-125P" 0 0 0 0 0 0 0 0
"RNU1-22P" 0 0 0 0 0 0 0 0
"ZSCAN10" 0 0 0 0 0 0 0 0
"ZNF213-AS1" 0 0 0 0 0 0 0 0
"ZNF205" 0 0 0 0 0 0 0 0
"ZNF213" 0 0 0 0 0 0 0 0
"CASP16P" 0 0 0 0 0 0 0 0
"ZNF200" 0 0 0 0 0 0 0 0
"MEFV" 0 0 0 0 0 0 0 0
"LINC00921" 0 0 0 0 0 0 0 0
"ZNF263" 0 0 0 0 0 0 0 0
"TIGD7" 0 0 0 0 0 0 0 0
"ZNF75A" 0 0 0 0 0 0 0 0
"OR2C1" 0 0 0 0 0 0 0 0
"ZSCAN32" 0 0 0 0 0 0 0 0
"ZNF174" 0 0 0 0 0 0 0 0
"ZNF597" 0 0 0 0 0 0 0 0
"NAA60" 0 0 0 0 0 0 0 0
"CLUAP1" 0 0 0 0 0 0 0 0
"NLRC3" 0 0 0 0 0 0 0 0
"SLX4" 0 0 0 0 0 0 0 0
"DNASE1" 0 0 0 0 0 0 0 0
"TRAP1" 0 0 0 0 0 0 0 0
"CREBBP" 0 0 0 0 0 0 0 0
"LINC02861" 0 0 0 0 0 0 0 0
"ADCY9" 0 0 0 0 0 0 0 0
"SRL" 0 0 0 0 0 0 0 0
"LINC01569" 0 0 0 0 0 0 0 0
"TFAP4" 0 0 0 0 0 0 0 0
"GLIS2" 0 0 0 0 0 0 0 0
"GLIS2-AS1" 0 0 0 0 0 0 0 0
"PAM16" 0 0 0 0 0 0 0 0
"CORO7-PAM16" 0 0 0 0 0 0 0 0
"CORO7" 0 0 0 0 0 0 0 0
"VASN" 0 0 0 0 0 0 0 0
"DNAJA3" 0 0 0 0 0 0 0 0
"NMRAL1" 0 0 0 0 0 0 0 0
"HMOX2" 0 0 0 0 0 0 0 0
"CDIP1" 0 0 0 0 0 0 0 0
"C16orf96" 0 0 0 0 0 0 0 0
"SUB1P3" 0 0 0 0 0 0 0 0
"UBALD1" 0 0 0 0 0 0 0 0
"MGRN1" 0 0 0 0 0 0 0 0
"MIR6769A" 0 0 0 0 0 0 0 0
"NUDT16L1" 0 0 0 0 0 0 0 0
"ANKS3" 0 0 0 0 0 0 0 0
"DNAAF8" 0 0 0 0 0 0 0 0
"ZNF500" 0 0 0 0 0 0 0 0
"SMIM22" 0 0 0 0 0 0 0 0
"ROGDI" 0 0 0 0 0 0 0 0
"GLYR1" 0 0 0 0 0 0 0 0
"UBN1" 0 0 0 0 0 0 0 0
"PPL" 0 0 0 0 0 0 0 0
"SEC14L5" 0 0 0 0 0 0 0 0
"NAGPA" 0 0 0 0 0 0 0 0
"ALG1" 0 0 0 0 0 0 0 0
"C16orf89" 0 0 0 0 0 0 0 0
"EEF2KMT" 0 0 0 0 0 0 0 0
"RBFOX1" 0 0 0 0 0 0 0 0
"METTL22" 0 0 0 0 0 0 0 0
"ABAT" 0 0 0 0 0 0 0 0
"TMEM186" 0 0 0 0 0 0 0 0
"PMM2" 0 0 0 0 0 0 0 0
"CARHSP1" 0 0 0 0 0 0 0 0
"USP7" 0 0 0 0 0 0 0 0
"USP7-AS1" 0 0 0 0 0 0 0 0
"HAPSTR1" 0 0 0 0 0 0 0 0
"RPL21P119" 0 0 0 0 0 0 0 0
"GRIN2A" 0 0 0 0 0 0 0 0
"ATF7IP2" 0 0 0 0 0 0 0 0
"LINC01290" 0 0 0 0 0 0 0 0
"EMP2" 0 0 0 0 0 0 0 0
"TEKT5" 0 0 0 0 0 0 0 0
"NUBP1" 0 0 0 0 0 0 0 0
"TVP23A" 0 0 0 0 0 0 0 0
"CIITA" 0 0 0 0 0 0 0 0
"DEXI" 0 0 0 0 0 0 0 0
"CLEC16A" 0 0 0 0 0 0 0 0
"HNRNPCP4" 0 0 0 0 0 0 0 0
"RMI2" 0 0 0 0 0 0 0 0
"SOCS1" 0 0 0 0 0 0 0 0
"LITAF" 0 0 0 0 0 0 0 0
"SNN" 0 0 0 0 0 0 0 0
"TXNDC11" 0 0 0 0 0 0 0 0
"TXNDC11-AS1" 0 0 0 0 0 0 0 0
"ZC3H7A" 0 0 0 0 0 0 0 0
"RSL1D1" 0 0 0 0 0 0 0 0
"RSL1D1-DT" 0 0 0 0 0 0 0 0
"GSPT1" 0 0 0 0 0 0 0 0
"COX6CP1" 0 0 0 0 0 0 0 0
"NPIPB2" 0 0 0 0 0 0 0 0
"TNFRSF17" 0 0 0 0 0 0 0 0
"SNX29" 0 0 0 0 0 0 0 1
"RPS23P6" 0 0 0 0 0 0 0 1
"CPPED1" 0 0 0 0 0 0 0 1
"SHISA9" 0 0 0 0 0 0 0 1
"ERCC4" 0 0 0 0 0 0 0 1
"LINC02185" 0 0 0 0 0 0 0 1
"MRTFB" 0 0 0 0 0 0 0 1
"TVP23CP2" 0 0 0 0 0 0 0 1
"MIR193BHG" 0 0 0 0 0 0 0 1
"PARN" 0 0 0 0 0 0 0 1
"BFAR" 0 0 0 0 0 0 0 1
"PLA2G10" 0 0 0 0 0 0 0 1
"NPIPA2" 0 0 0 0 0 0 0 1
"ABCC6P2" 0 0 0 0 0 0 0 1
"NOMO1" 0 0 0 0 0 0 0 1
"PKD1P3" 0 0 0 0 0 0 0 1
"NPIPA1" 0 0 0 0 0 0 0 1
"PDXDC1" 0 0 0 0 0 0 0 1
"NTAN1" 0 0 0 0 0 0 0 1
"RRN3" 0 0 0 0 0 0 0 1
"NPIPP1" 0 0 0 0 0 0 0 1
"PKD1P6" 0 0 0 0 0 0 0 1
"NPIPA5" 0 0 0 0 0 0 0 1
"MPV17L" 0 0 0 0 0 0 0 1
"BMERB1" 0 0 0 0 0 0 0 1
"MARF1" 0 0 0 0 0 0 0 1
"NDE1" 0 0 0 0 0 0 0 1
"MYH11" 0 0 0 0 0 0 0 1
"CEP20" 0 0 0 0 0 0 0 1
"ABCC1" 0 0 0 0 0 0 0 1
"ABCC6" 0 0 0 0 0 0 0 1
"NOMO3" 0 0 0 0 0 0 0 1
"PKD1P1" 0 0 0 0 0 0 0 1
"PKD1P2" 0 0 0 0 0 0 0 1
"XYLT1" 0 0 0 0 0 0 0 1
"RPL7P47" 0 0 0 0 0 0 0 1
"NPIPA8" 0 0 0 0 0 0 0 1
"PKD1P4" 0 0 0 0 0 0 0 1
"NPIPA9" 0 0 0 0 0 0 0 1
"PKD1P5" 0 0 0 0 0 0 0 1
"NOMO2" 0 0 0 0 0 0 0 1
"ABCC6P1" 0 0 0 0 0 0 0 1
"RPS15A" 0 0 0 0 0 0 0 1
"ARL6IP1" 0 0 0 0 0 0 0 1
"SMG1" 0 0 0 0 0 0 0 1
"SMG1-DT" 0 0 0 0 0 0 0 1
"TMC7" 0 0 0 0 0 0 0 1
"COQ7-DT" 0 0 0 0 0 0 0 1
"COQ7" 0 0 0 0 0 0 0 1
"ITPRIPL2" 0 0 0 0 0 0 0 1
"SYT17" 0 0 0 0 0 0 0 1
"CLEC19A" 0 0 0 0 0 0 0 1
"LINC02858" 0 0 0 0 0 0 0 1
"TMC5" 0 0 0 0 0 0 0 1
"RNU4-46P" 0 0 0 0 0 0 0 1
"GDE1" 0 0 0 0 0 0 0 1
"CCP110" 0 0 0 0 0 0 0 1
"VPS35L" 0 0 0 0 0 0 0 1
"KNOP1" 0 0 0 0 0 0 0 1
"IQCK" 0 0 0 0 0 0 0 1
"GPRC5B" 0 0 0 0 0 0 0 1
"GP2" 0 0 0 0 0 0 0 1
"ACSM5" 0 0 0 0 0 0 0 1
"ACSM3" 0 0 0 0 0 0 0 1
"ACSM1" 0 0 0 0 0 0 0 1
"THUMPD1" 0 0 0 0 0 0 0 1
"ERI2" 0 0 0 0 0 0 0 1
"RNU6-944P" 0 0 0 0 0 0 0 1
"REXO5" 0 0 0 0 0 0 0 1
"DCUN1D3" 0 0 0 0 0 0 0 1
"LYRM1" 0 0 0 0 0 0 0 1
"DNAH3" 0 0 0 0 0 0 0 1
"LDAF1" 0 0 0 0 0 0 0 1
"ZP2" 0 0 0 0 0 0 0 1
"ANKS4B" 0 0 0 0 0 0 0 1
"CRYM" 0 0 0 0 0 0 0 1
"ABCA15P" 0 0 0 0 0 0 0 1
"SNX29P1" 0 0 0 0 0 0 0 1
"NPIPB3" 0 0 0 0 0 0 0 1
"SMG1P3" 0 0 0 0 0 0 0 0
"SLC7A5P2" 0 0 0 0 0 0 0 0
"METTL9" 0 0 0 0 0 0 0 0
"IGSF6" 0 0 0 0 0 0 0 0
"OTOA" 0 0 0 0 0 0 0 0
"RRN3P1" 0 0 0 0 0 0 0 0
"NPIPB4" 0 0 0 0 0 0 0 0
"SMG1P4" 0 0 0 0 0 0 0 0
"UQCRC2" 0 0 0 0 0 0 0 0
"PDZD9" 0 0 0 0 0 0 0 0
"MOSMO" 0 0 0 0 0 0 0 0
"VWA3A" 0 0 0 0 0 0 0 0
"SDR42E2" 0 0 0 0 0 0 0 0
"EEF2K" 0 0 0 0 0 0 0 0
"POLR3E" 0 0 0 0 0 0 0 0
"CDR2" 0 0 0 0 0 0 0 0
"CDR2-DT" 0 0 0 0 0 0 0 0
"MFSD13B" 0 0 0 0 0 0 0 0
"RRN3P3" 0 0 0 0 0 0 0 0
"SMG1P1" 0 0 0 0 0 0 0 0
"NPIPB5" 0 0 0 0 0 0 0 0
"OTOAP1" 0 0 0 0 0 0 0 0
"HS3ST2" 0 0 0 0 0 0 0 0
"USP31" 0 0 0 0 0 0 0 0
"SCNN1G" 0 0 0 0 0 0 0 0
"SCNN1B" 0 0 0 0 0 0 0 0
"COG7" 0 0 0 0 0 0 0 0
"RN7SKP23" 0 0 0 0 0 0 0 0
"GGA2" 0 0 0 0 0 0 0 0
"CCNYL7" 0 0 0 0 0 0 0 0
"EARS2" 0 0 0 0 0 0 0 0
"UBFD1" 0 0 0 0 0 0 0 0
"NDUFAB1" 0 0 0 0 0 0 0 0
"PALB2" 0 0 0 0 0 0 0 0
"DCTN5" 0 0 0 0 0 0 0 0
"PLK1" 0 0 0 0 0 0 0 0
"ERN2" 0 0 0 0 0 0 0 0
"CHP2" 0 0 0 0 0 0 0 0
"PRKCB" 0 0 0 0 0 0 0 0
"RBBP6" 0 0 0 0 0 0 0 0
"TNRC6A" 0 0 0 0 0 0 0 0
"SLC5A11" 0 0 0 0 0 0 0 0
"ARHGAP17" 0 0 0 0 0 0 0 0
"LINC02175" 0 0 0 0 0 0 0 0
"SCML2P2" 0 0 0 0 0 0 0 0
"LCMT1-AS1" 0 0 0 0 0 0 0 0
"LCMT1" 0 0 0 0 0 0 0 0
"LCMT1-AS2" 0 0 0 0 0 0 0 0
"AQP8" 0 0 0 0 0 0 0 0
"ZKSCAN2" 0 0 0 0 0 0 0 0
"ZKSCAN2-DT" 0 0 0 0 0 0 0 0
"HMGN2P3" 0 0 0 0 0 0 0 0
"LINC02195" 0 0 0 0 0 0 0 0
"EEF1A1P38" 0 0 0 0 0 0 0 0
"KDM8" 0 0 0 0 0 0 0 0
"NSMCE1" 0 0 0 0 0 0 0 0
"NSMCE1-DT" 0 0 0 0 0 0 0 0
"IL4R" 0 0 0 0 0 0 0 0
"IL21R" 0 0 0 0 0 0 0 0
"IL21R-AS1" 0 0 0 0 0 0 0 0
"GTF3C1" 0 0 0 0 0 0 0 0
"KATNIP" 0 0 0 0 0 0 0 0
"GSG1L" 0 0 0 0 0 0 0 0
"XPO6" 0 0 0 0 0 0 0 0
"SBK1" 0 0 0 0 0 0 0 0
"NPIPB6" 0 0 0 0 0 0 0 0
"EIF3CL" 0 0 0 0 0 0 0 0
"CDC37P2" 0 0 0 0 0 0 0 0
"NPIPB7" 0 0 0 0 0 0 0 0
"CLN3" 0 0 0 0 0 0 0 0
"APOBR" 0 0 0 0 0 0 0 0
"IL27" 0 0 0 0 0 0 0 0
"NUPR1" 0 0 0 0 0 0 0 0
"SGF29" 0 0 0 0 0 0 0 0
"SULT1A2" 0 0 0 0 0 0 0 0
"SULT1A1" 0 0 0 0 0 0 0 0
"NPIPB8" 0 0 0 0 0 0 0 0
"EIF3C" 0 0 0 0 0 0 0 0
"CDC37P1" 0 0 0 0 0 0 0 0
"NPIPB9" 0 0 0 0 0 0 0 0
"ATXN2L" 0 0 0 0 0 0 0 0
"TUFM" 0 0 0 0 0 0 0 0
"SH2B1" 0 0 0 0 0 0 0 0
"ATP2A1-AS1" 0 0 0 0 0 0 0 0
"ATP2A1" 0 0 0 0 0 0 0 0
"RABEP2" 0 0 0 0 0 0 0 0
"CD19" 0 0 0 0 0 0 0 0
"NFATC2IP" 0 0 0 0 0 0 0 0
"NFATC2IP-AS1" 0 0 0 0 0 0 0 0
"SPNS1" 0 0 0 0 0 0 0 0
"LAT" 0 0 0 0 0 0 0 0
"NPIPB10P" 0 0 0 0 0 0 0 0
"RRN3P2" 0 0 0 0 0 0 0 0
"SNX29P2" 0 0 0 0 0 0 0 0
"NPIPB11" 0 0 0 0 0 0 0 0
"SMG1P6" 0 0 0 0 0 0 0 0
"BOLA2-SMG1P6" 0 0 0 0 0 0 0 0
"SLX1B" 0 0 0 0 0 0 0 0
"SLX1B-SULT1A4" 0 0 0 0 0 0 0 0
"SULT1A4" 0 0 0 0 0 0 0 0
"NPIPB12" 0 0 0 0 0 0 0 0
"SMG1P2" 0 0 0 0 0 0 0 0
"SLC7A5P1" 0 0 0 0 0 0 0 0
"SPN" 0 0 0 0 0 0 0 0
"QPRT" 0 0 0 0 0 0 0 0
"C16orf54" 0 0 0 0 0 0 0 0
"ZG16" 0 0 0 0 0 0 0 0
"KIF22" 0 0 0 0 0 0 0 0
"MAZ" 0 0 0 0 0 0 0 0
"MVP-DT" 0 0 0 0 0 0 0 0
"PRRT2" 0 0 0 0 0 0 0 0
"PAGR1" 0 0 0 0 0 0 0 0
"MVP" 0 0 0 0 0 0 0 0
"CDIPT" 0 0 0 0 0 0 0 0
"CDIPTOSP" 0 0 0 0 0 0 0 0
"SEZ6L2" 0 0 0 0 0 0 0 0
"ASPHD1" 0 0 0 0 0 0 0 0
"KCTD13" 0 0 0 0 0 0 0 0
"KCTD13-DT" 0 0 0 0 0 0 0 0
"TMEM219" 0 0 0 0 0 0 0 0
"TAOK2" 0 0 0 0 0 0 0 0
"HIRIP3" 0 0 0 0 0 0 0 0
"INO80E" 0 0 0 0 0 0 0 0
"DOC2A" 0 0 0 0 0 0 0 0
"TLCD3B" 0 0 0 0 0 0 0 0
"ALDOA" 0 0 0 0 0 0 0 0
"PPP4C" 0 0 0 0 0 0 0 0
"TBX6" 0 0 0 0 0 0 0 0
"YPEL3" 0 0 0 0 0 0 0 0
"YPEL3-DT" 0 0 0 0 0 0 0 0
"GDPD3" 0 0 0 0 0 0 0 0
"MAPK3" 0 0 0 0 0 0 0 0
"CORO1A" 0 0 0 0 0 0 0 0
"CORO1A-AS1" 0 0 0 0 0 0 0 0
"SLX1A" 0 0 0 0 0 0 0 0
"SLX1A-SULT1A3" 0 0 0 0 0 0 0 0
"SULT1A3" 0 0 0 0 0 0 0 0
"NPIPB13" 0 0 0 0 0 0 0 0
"SMG1P5" 0 0 0 0 0 0 0 0
"CD2BP2" 0 0 0 0 0 0 0 0
"CD2BP2-DT" 0 0 0 0 0 0 0 0
"TBC1D10B" 0 0 0 0 0 0 0 0
"MYL11" 0 0 0 0 0 0 0 0
"ZNF48" 0 0 0 0 0 0 0 0
"SEPTIN1" 0 0 0 0 0 0 0 0
"ZNF771" 0 0 0 0 0 0 0 0
"DCTPP1" 0 0 0 0 0 0 0 0
"SEPHS2" 0 0 0 0 0 0 0 0
"ITGAL" 0 0 0 0 0 0 0 0
"ZNF768" 0 0 0 0 0 0 0 0
"ZNF747" 0 0 0 0 0 0 0 0
"ZNF747-DT" 0 0 0 0 0 0 0 0
"ZNF764" 0 0 0 0 0 0 0 0
"ZNF688" 0 0 0 0 0 0 0 0
"ZNF785" 0 0 0 0 0 0 0 0
"ZNF689" 0 0 0 0 0 0 0 0
"PRR14" 0 0 0 0 0 0 0 0
"FBRS" 0 0 0 0 0 0 0 0
"SRCAP" 0 0 0 0 0 0 0 0
"TMEM265" 0 0 0 0 0 0 0 0
"PHKG2" 0 0 0 0 0 0 0 0
"CFAP119" 0 0 0 0 0 0 0 0
"RNF40" 0 0 0 0 0 0 0 0
"ZNF629" 0 0 0 0 0 0 0 0
"BCL7C" 0 0 0 0 0 0 0 0
"MIR762HG" 0 0 0 0 0 0 0 0
"MIR4519" 0 0 0 0 0 0 0 0
"CTF1" 0 0 0 0 0 0 0 0
"FBXL19-AS1" 0 0 0 0 0 0 0 0
"FBXL19" 0 0 0 0 0 0 0 0
