"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "NS.2108.003.UDP0203_i7...UDP0203_i5.RNA_0010_5268_Tumeur_R1" "NS.2108.003.UDP0204_i7...UDP0204_i5.RNA_0011_5402_Sain_R1" "NS.2108.003.UDP0205_i7...UDP0205_i5.RNA_0012_5402_Tumeur_R1" "NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1"
"CAPN3" 0 0 0 0 0 0 0 0
"ZNF106" 0 0 0 0 0 0 0 0
"SNAP23" 0 0 0 0 0 0 0 0
"LRRC57" 0 0 0 0 0 0 0 0
"HAUS2" 0 0 0 0 0 0 0 0
"MYL12BP1" 0 0 0 0 0 0 0 0
"STARD9" 0 0 0 0 0 0 0 0
"CDAN1" 0 0 0 0 0 0 0 0
"TTBK2" 0 0 0 0 0 0 0 0
"TTBK2-AS1" 0 0 0 0 0 0 0 0
"KRT8P50" 0 0 0 0 0 0 0 0
"UBR1" 0 0 0 0 0 0 0 0
"RPS3AP47" 0 1 0 0 0 0 0 0
"TMEM62" 0 1 0 0 0 0 0 0
"CCNDBP1" 0 1 0 0 0 0 0 0
"EPB42" 0 1 0 0 0 0 0 0
"TGM5" 0 1 0 0 0 0 0 0
"LCMT2" 0 1 0 0 0 0 0 0
"ADAL" 0 1 0 0 0 0 0 0
"ZSCAN29" 0 1 0 0 0 0 0 0
"TUBGCP4" 0 1 0 0 0 0 0 0
"TP53BP1" 0 1 0 0 0 0 0 0
"MAP1A" 0 1 0 0 0 0 0 0
"PPIP5K1" 0 1 0 0 0 0 0 0
"CKMT1B" 0 1 0 0 0 0 0 0
"STRC" 0 1 0 0 0 0 0 0
"CATSPER2" 0 1 0 0 0 0 0 0
"RNU6-610P" 0 1 0 0 0 0 0 0
"PDIA3P2" 0 1 0 0 0 0 0 0
"CKMT1A" 0 1 0 0 0 0 0 0
"STRCP1" 0 1 0 0 0 0 0 0
"RNU6-353P" 0 1 0 0 0 0 0 0
"CATSPER2P1" 0 1 0 0 0 0 0 0
"PDIA3" 0 1 0 0 0 0 0 0
"ELL3" 0 1 0 0 0 0 0 0
"SERF2" 0 1 0 0 0 0 0 0
"SERINC4" 0 1 0 0 0 0 0 0
"HYPK" 0 1 0 0 0 0 0 0
"MFAP1" 0 1 0 0 0 0 0 0
"WDR76" 0 1 0 0 0 0 0 0
"FRMD5" 0 1 0 0 0 0 0 0
"PIN4P1" 0 1 0 0 0 0 0 0
"ACTBP7" 0 1 0 0 0 0 0 0
"GOLM2" 0 0 0 0 0 0 0 0
"CTDSPL2-DT" 0 0 0 0 0 0 0 0
"CTDSPL2" 0 0 0 0 0 0 0 0
"EIF3J-DT" 0 0 0 0 0 0 0 0
"EIF3J" 0 0 0 0 0 0 0 0
"SPG11" 0 0 0 0 0 0 0 0
"PATL2" 0 0 0 0 0 0 0 0
"B2M" 0 0 0 0 0 0 0 0
"TRIM69" 0 0 0 0 0 0 0 0
"SORD2P" 0 0 0 0 0 0 0 0
"SORD" 0 0 0 0 0 0 0 0
"DUOX2" 0 0 0 0 0 0 0 0
"DUOXA2" 0 0 0 0 0 0 0 0
"DUOXA1" 0 0 0 0 0 0 0 0
"DUOX1" 0 0 0 0 0 0 0 0
"SHF" 0 0 0 0 0 0 0 0
"SLC28A2-AS1" 0 0 0 0 0 0 0 0
"SLC28A2" 0 0 0 0 0 0 0 0
"GATM" 0 0 0 0 0 0 0 0
"SPATA5L1" 0 0 0 0 0 0 0 0
"C15orf48" 0 0 0 0 0 0 0 0
"SLC30A4-AS1" 0 0 0 0 0 0 0 0
"SLC30A4" 0 0 0 0 0 0 0 0
"HMGN2P46" 0 0 0 0 0 0 0 0
"BLOC1S6" 0 0 0 0 0 0 0 0
"SQOR" 0 0 0 0 0 0 0 0
"SEMA6D" 0 0 0 0 0 0 0 0
"RPL7AP62" 0 0 0 0 0 0 0 0
"SLC24A5" 0 0 0 0 0 0 0 0
"MYEF2" 0 0 0 0 0 0 0 0
"CTXN2" 0 0 0 0 0 0 0 0
"DUT-AS1" 0 0 0 0 0 0 0 0
"DUT" 0 0 0 0 0 0 0 0
"FBN1" 0 0 0 0 0 0 0 0
"FBN1-DT" 0 0 0 -1 0 0 0 0
"CEP152" 0 0 0 -1 0 0 0 0
"SHC4" 0 0 0 -1 0 0 0 0
"EID1" 0 0 0 -1 0 0 0 0
"SECISBP2L" 0 0 0 -1 0 0 0 0
"COPS2" 0 0 0 -1 0 0 0 0
"GALK2" 0 0 0 -1 0 0 0 0
"FAM227B" 0 0 0 -1 0 0 0 0
"FGF7" 0 0 0 -1 0 0 0 0
"DTWD1" 0 0 0 -1 0 0 0 0
"ATP8B4" 0 0 0 -1 0 0 0 0
"SLC27A2" 0 0 0 -1 0 0 0 0
"HDC" 0 0 0 -1 0 0 0 0
"RN7SL494P" 0 0 0 -1 0 0 0 0
"GABPB1" 0 0 0 -1 0 0 0 0
"RNU6-94P" 0 0 0 -1 0 0 0 0
"GABPB1-IT1" 0 0 0 -1 0 0 0 0
"GABPB1-AS1" 0 0 0 -1 0 0 0 0
"USP8" 0 0 0 -1 0 0 0 0
"USP50" 0 0 0 -1 0 0 0 0
"TRPM7" 0 0 0 -1 0 0 0 0
"SPPL2A" 0 0 0 0 0 0 0 0
"AP4E1" 0 0 0 0 0 0 0 0
"DCAF13P3" 0 0 0 0 0 0 0 0
"MIR4713HG" 0 0 0 0 0 0 0 0
"TNFAIP8L3" 0 0 0 0 0 0 0 0
"CYP19A1" 0 0 0 0 0 0 0 0
"GLDN" 0 0 0 0 0 0 0 0
"DMXL2" 0 0 0 0 0 0 0 0
"SCG3" 0 0 0 0 0 0 0 0
"LYSMD2" 0 0 0 0 0 0 0 0
"TMOD2" 0 0 0 0 0 0 0 0
"TMOD3" 0 0 0 0 0 0 0 0
"RNU6-90P" 0 0 0 0 0 0 0 0
"LEO1" 0 0 0 0 0 0 0 0
"MAPK6" 0 0 0 0 0 0 0 0
"MAPK6-DT" 0 0 0 0 0 0 0 0
"BCL2L10" 0 0 0 0 0 0 0 0
"GNB5" 0 0 0 0 0 0 0 0
"CERNA1" 0 0 0 0 0 0 0 0
"MYO5C" 0 0 0 0 0 0 0 0
"MYO5A" 0 0 0 0 0 0 0 0
"EEF1B2P1" 0 0 0 0 0 0 0 0
"ARPP19" 0 0 0 0 0 0 0 0
"ATOSA" 0 0 0 0 0 0 0 0
"ONECUT1" 0 0 0 0 0 0 0 0
"EEF1A1P22" 0 0 0 0 0 0 0 0
"WDR72" 0 0 0 0 0 0 0 0
"UNC13C" 0 0 0 0 0 0 0 0
"RSL24D1" 0 0 0 0 0 0 0 0
"RAB27A" 0 0 0 0 0 0 0 0
"PIGBOS1" 0 0 0 0 0 0 0 0
"PIGB" 0 0 0 0 0 0 0 0
"CCPG1" 0 0 0 0 0 0 0 0
"DNAAF4-CCPG1" 0 0 0 0 0 0 0 0
"MIR628" 0 0 0 0 0 0 0 0
"PIERCE2" 0 0 0 0 0 0 0 0
"DNAAF4" 0 0 0 0 0 0 0 0
"PYGO1" 0 0 0 0 0 0 0 0
"PRTG" 0 0 0 0 0 0 0 0
"NEDD4" 0 0 0 0 0 0 0 0
"CNOT6LP1" 0 0 0 0 0 0 0 0
"RFX7" 0 0 0 0 0 0 0 0
"TEX9" 0 0 0 0 0 0 0 0
"MNS1" 0 0 0 0 0 0 0 0
"ZNF280D" 0 0 0 0 0 0 0 0
"TCF12-DT" 0 0 0 0 0 0 0 0
"LINC03065" 0 0 0 0 0 0 0 0
"TCF12" 0 0 0 0 0 0 0 0
"LINC00926" 0 0 0 0 0 0 0 0
"CGNL1" 0 0 0 0 0 0 0 0
"MYZAP" 0 0 0 0 0 0 0 0
"GCOM1" 0 0 0 0 0 0 0 0
"POLR2M" 0 0 0 0 0 0 0 0
"ALDH1A2" 0 0 0 0 0 0 0 0
"ALDH1A2-AS1" 0 0 0 0 0 0 0 0
"AQP9" 0 0 0 0 0 0 0 0
"LIPC" 0 0 0 0 0 0 0 0
"ADAM10" 0 0 0 0 0 0 0 0
"HSP90AB4P" 0 0 0 0 0 0 0 0
"MINDY2-DT" 0 0 0 0 0 0 0 0
"MINDY2" 0 0 0 0 0 0 0 0
"ZNF444P1" 0 0 0 0 0 0 0 0
"RNF111" 0 0 0 0 0 0 0 0
"SLTM" 0 0 0 0 0 0 0 0
"CCNB2" 0 0 0 0 0 0 0 0
"MYO1E" 0 0 0 0 0 0 0 0
"LDHAL6B" 0 0 0 0 0 0 0 0
"FAM81A" 0 0 0 0 0 0 0 0
"RPL7AP75" 0 0 0 0 0 0 0 0
"GCNT3" 0 0 0 0 0 0 0 0
"GTF2A2" 0 0 0 0 0 0 0 0
"BNIP2" 0 0 0 0 0 0 0 0
"PIGHP1" 0 0 0 0 0 0 0 0
"RPS3AP6" 0 0 0 0 0 0 0 0
"FOXB1" 0 0 0 0 0 0 0 0
"ANXA2" 0 0 0 0 0 0 0 0
"RPL36AP44" 0 0 0 0 0 0 0 0
"ICE2" 0 0 0 0 0 0 0 0
"RORA-AS1" 0 0 0 0 0 0 0 0
"RORA" 0 0 0 0 0 0 0 0
"VPS13C" 0 0 0 0 0 0 0 0
"VPS13C-DT" 0 0 0 0 0 0 0 0
"C2CD4A" 0 0 0 0 0 0 0 0
"C2CD4B" 0 0 0 0 0 0 0 0
"GOLGA2P11" 0 0 0 0 0 0 0 0
"TLN2" 0 0 0 0 0 0 0 0
"TPM1" 0 0 0 0 0 0 0 0
"TPM1-AS" 0 0 0 0 0 0 0 0
"LACTB" 0 0 0 0 0 0 0 0
"RPS27L" 0 0 0 0 0 0 0 0
"RAB8B" 0 0 0 0 0 0 0 0
"APH1B" 0 0 0 0 0 0 0 0
"CA12" 0 0 0 0 0 0 0 0
"LINC02568" 0 0 0 0 0 0 0 0
"USP3" 0 0 0 0 0 0 0 0
"USP3-AS1" 0 0 0 0 0 0 0 0
"FBXL22" 0 0 0 0 0 0 0 0
"HERC1" 0 0 0 0 0 0 0 0
"DAPK2" 0 0 0 0 0 0 0 0
"CIAO2A" 0 0 0 0 0 0 0 0
"SNX1" 0 0 0 0 0 0 0 0
"SNX22" 0 0 0 0 0 0 0 0
"PPIB" 0 0 0 0 0 0 0 0
"CSNK1G1" 0 0 0 0 0 0 0 0
"PCLAF" 0 0 0 0 0 0 0 0
"TRIP4" 0 0 0 0 0 0 0 0
"ZNF609" 0 0 0 0 0 0 0 0
"GAPDHP61" 0 0 0 0 0 0 0 0
"RNU6-549P" 0 0 0 0 0 0 0 0
"OAZ2" 0 0 0 0 0 0 0 0
"RBPMS2" 0 0 0 0 0 0 0 0
"PIF1" 0 0 0 0 0 0 0 0
"PLEKHO2" 0 0 0 0 0 0 0 0
"ANKDD1A" 0 0 0 0 0 0 0 0
"SPG21" 0 0 0 0 0 0 0 0
"MTFMT" 0 0 0 0 0 0 0 0
"SLC51B" 0 0 0 0 0 0 0 0
"RASL12" 0 0 0 0 0 0 0 0
"KBTBD13" 0 0 0 0 0 0 0 0
"UBAP1L" 0 0 0 0 0 0 0 0
"PDCD7" 0 0 0 0 0 0 0 0
"CLPX" 0 0 0 0 0 0 0 0
"CILP" 0 0 0 0 0 0 0 0
"PARP16" 0 0 0 0 0 0 0 0
"RNU5A-1" 0 0 0 0 0 0 0 0
"RNU5B-1" 0 0 0 0 0 0 0 0
"IGDCC3" 0 0 0 0 0 0 0 0
"IGDCC4" 0 0 0 0 0 0 0 0
"DPP8" 0 0 0 0 0 0 0 0
"HACD3" 0 0 0 0 0 0 0 0
"INTS14" 0 0 0 0 0 0 0 0
"SLC24A1" 0 0 0 0 0 0 0 0
"DENND4A" 0 0 0 0 0 0 0 0
"RAB11A" 0 0 0 0 0 0 0 0
"MEGF11" 0 0 0 0 0 0 0 0
"DIS3L" 0 0 0 0 0 0 0 0
"TIPIN" 0 0 0 0 0 0 0 0
"RPL9P25" 0 0 0 0 0 0 0 0
"MAP2K1" 0 0 0 0 0 0 0 0
"RPL35AP32" 0 0 0 0 0 0 0 0
"SNAPC5" 0 0 0 0 0 0 0 0
"MIR4512" 0 0 0 0 0 0 0 0
"RPL4" 0 0 0 0 0 0 0 0
"SNORD18C" 0 0 0 0 0 0 0 0
"SNORD18B" 0 0 0 0 0 0 0 0
"SNORD16" 0 0 0 0 0 0 0 0
"ZWILCH" 0 0 0 0 0 0 0 0
"LCTL" 0 0 0 0 0 0 0 0
"LINC01169" 0 0 0 0 0 0 0 0
"SMAD6" 0 0 0 0 0 0 0 0
"SMAD3" 0 0 0 0 0 0 0 0
"AAGAB" 0 0 0 0 0 0 0 0
"IQCH" 0 0 0 0 0 0 0 0
"IQCH-AS1" 0 0 0 0 0 0 0 0
"C15orf61" 0 0 0 0 0 0 0 0
"MAP2K5-DT" 0 0 0 0 0 0 0 0
"MAP2K5" 0 0 0 0 0 0 0 0
"SKOR1" 0 0 0 0 0 0 0 0
"SKOR1-AS1" 0 0 0 0 0 0 0 0
"PIAS1" 0 0 0 0 0 0 0 0
"CALML4" 0 0 0 0 0 0 0 0
"CLN6" 0 0 0 0 0 0 0 0
"FEM1B" 0 0 0 0 0 0 0 0
"ITGA11" 0 0 0 0 0 0 0 0
"CORO2B" 0 0 0 0 0 0 0 0
"ANP32A" 0 0 0 0 0 0 0 0
"SPESP1" 0 0 0 0 0 0 0 0
"NOX5" 0 0 0 0 0 0 0 0
"EWSAT1" 0 0 0 0 0 0 0 0
"GLCE" 0 0 0 0 0 0 0 0
"PAQR5-DT" 0 0 0 0 0 0 0 0
"PAQR5" 0 0 0 0 0 0 0 0
"KIF23-AS1" 0 0 0 0 0 0 0 0
"KIF23" 0 0 0 0 0 0 0 0
"RPLP1" 0 0 0 0 0 0 0 0
"LINC02896" 0 0 0 0 0 0 0 0
"DRAIC" 0 0 0 0 0 0 0 0
"TLE3" 0 0 0 0 0 0 0 0
"LINC02204" 0 0 0 0 0 0 0 0
"SALRNA2" 0 0 0 0 0 0 0 0
"UACA" 0 0 0 0 0 0 0 0
"LARP6" 0 0 0 0 0 0 0 0
"LRRC49" 0 0 0 0 0 0 0 0
"THAP10" 0 0 0 0 0 0 0 0
"RPL5P3" 0 0 0 0 0 0 0 0
"THSD4" 0 0 0 0 0 0 0 0
"CT62" 0 0 0 0 0 0 0 0
"HMGB1P6" 0 0 0 0 0 0 0 0
"RPL17P39" 0 0 0 0 0 0 0 0
"NR2E3" 0 0 0 0 0 0 0 0
"MYO9A" 0 0 0 0 0 0 0 0
"SENP8" 0 0 0 0 0 0 0 0
"GRAMD2A" 0 0 0 0 0 0 0 0
"PKM" 0 0 0 0 0 0 0 0
"PARP6" 0 0 0 0 0 0 0 0
"CELF6" 0 0 0 0 0 0 0 0
"HEXA" 0 0 0 0 0 0 0 0
"HEXA-AS1" 0 0 0 0 0 0 0 0
"RPL12P35" 0 0 0 0 0 0 0 0
"TMEM202-AS1" 0 0 0 0 0 0 0 0
"ARIH1" 0 0 0 0 0 0 0 0
"GOLGA6B" 0 0 0 0 0 0 0 0
"BBS4" 0 0 0 0 0 0 0 0
"ADPGK" 0 0 0 0 0 0 0 0
"ADPGK-AS1" 0 0 0 0 0 0 0 0
"NEO1" 0 0 0 0 0 0 0 0
"HCN4" 0 0 0 0 0 0 0 0
"REC114" 0 0 0 0 0 0 0 0
"NPTN" 0 0 0 0 0 0 0 0
"NPTN-IT1" 0 0 0 0 0 0 0 0
"CD276" 0 0 0 0 0 0 0 0
"INSYN1" 0 0 0 0 0 0 0 0
"LOXL1-AS1" 0 0 0 0 0 0 0 0
"LOXL1" 0 0 0 0 0 0 0 0
"STOML1" 0 0 0 0 0 0 0 0
"PML" 0 0 0 0 0 0 0 0
"DNM1P33" 0 0 0 0 0 0 0 0
"ISLR2" 0 0 0 0 0 0 0 0
"ISLR" 0 0 0 0 0 0 0 0
"STRA6" 0 0 0 0 0 0 0 0
"CCDC33" 0 0 0 0 0 0 0 0
"CYP11A1" 0 0 0 0 0 0 0 0
"PPIAP46" 0 0 0 0 0 0 0 0
"SEMA7A" 0 0 0 0 0 0 0 0
"UBL7" 0 0 0 0 0 0 0 0
"UBL7-DT" 0 0 0 0 0 0 0 0
"ARID3B" 0 0 0 0 0 0 0 0
"CLK3" 0 0 0 0 0 0 0 0
"EDC3" 0 0 0 0 0 0 0 0
"CYP1A1" 0 0 0 0 0 0 0 0
"CYP1A2" 0 0 0 0 0 0 0 0
"CSK" 0 0 0 0 0 0 0 0
"LMAN1L" 0 0 0 0 0 0 0 0
"CPLX3" 0 0 0 0 0 0 0 0
"ULK3" 0 0 0 0 0 0 0 0
"SCAMP2" 0 0 0 0 0 0 0 0
"MPI" 0 0 0 0 0 0 0 0
"FAM219B" 0 0 0 0 0 0 0 0
"COX5A" 0 0 0 0 0 0 0 0
"RPP25" 0 0 0 0 0 0 0 0
"SCAMP5" 0 0 0 0 0 0 0 0
"PPCDC" 0 0 0 0 0 0 0 0
"C15orf39" 0 0 0 0 0 0 0 0
"ANP32BP1" 0 0 0 0 0 0 0 0
"COMMD4" 0 0 0 0 0 0 0 0
"NEIL1" 0 0 0 0 0 0 0 0
"MIR631" 0 0 0 0 0 0 0 0
"MAN2C1" 0 0 0 0 0 0 0 0
"SIN3A" 0 0 0 0 0 0 0 0
"PTPN9" 0 0 0 0 0 0 0 0
"SNUPN" 0 0 0 0 0 0 0 0
"IMP3" 0 0 0 -1 0 0 0 0
"SNX33" 0 0 0 -1 0 0 0 0
"CSPG4" 0 0 0 -1 0 0 0 0
"ODF3L1" 0 0 0 -1 0 0 0 0
"DNM1P35" 0 0 0 -1 0 0 0 0
"UBE2Q2" 0 0 0 -1 0 0 0 0
"FBXO22" 0 0 0 -1 0 0 0 0
"NRG4" 0 0 0 -1 0 0 0 0
"TMEM266" 0 0 0 -1 0 0 0 0
"ETFA" 0 0 0 -1 0 0 0 0
"TYRO3P" 0 0 0 -1 0 0 0 0
"ISL2" 0 0 0 -1 0 0 0 0
"SCAPER" 0 0 0 -1 0 0 0 0
"RCN2" 0 0 0 -1 0 0 0 0
"PSTPIP1" 0 0 0 -1 0 0 0 0
"TSPAN3" 0 0 0 -1 0 0 0 0
"PEAK1" 0 0 0 -1 0 0 0 0
"HMG20A" 0 0 0 -1 0 0 0 0
"LINGO1" 0 0 0 -1 0 0 0 0
"CSPG4P13" 0 0 0 -1 0 0 0 0
"GOLGA6FP" 0 0 0 -1 0 0 0 0
"COMMD4P1" 0 0 0 -1 0 0 0 0
"ADAMTS7P3" 0 0 0 -1 0 0 0 0
"TBC1D2B" 0 0 0 -1 0 0 0 0
"SH2D7" 0 0 0 -1 0 0 0 0
"CIB2" 0 0 0 -1 0 0 0 0
"IDH3A" 0 0 0 -1 0 0 0 0
"ACSBG1" 0 0 0 -1 0 0 0 0
"DNAJA4" 0 0 0 -1 0 0 0 0
"SKIC8" 0 0 0 -1 0 0 0 0
"CRABP1" 0 0 0 -1 0 0 0 0
"IREB2" 0 0 0 -1 0 0 0 0
"HYKK" 0 0 0 -1 0 0 0 0
"PSMA4" 0 0 0 -1 0 0 0 0
"CHRNA5" 0 0 0 -1 0 0 0 0
"CHRNA3" 0 0 0 -1 0 0 0 0
"CHRNB4" 0 0 0 -1 0 0 0 0
"ADAMTS7" 0 0 0 -1 0 0 0 0
"MORF4L1" 0 0 0 -1 0 0 0 0
"RPL21P116" 0 0 0 -1 0 0 0 0
"RNU6-415P" 0 0 0 -1 0 0 0 0
"CTSH" 0 0 0 -1 0 0 0 0
"RASGRF1" 0 0 0 -1 0 0 0 0
"HNRNPCP3" 0 0 0 -1 0 0 0 0
"TMED3" 0 0 0 -1 0 0 0 0
"MINAR1" 0 0 0 -1 0 0 0 0
"MTHFS" 0 0 0 -1 0 0 0 0
"ST20-MTHFS" 0 0 0 -1 0 0 0 0
"ST20" 0 0 0 -1 0 0 0 0
"ST20-AS1" 0 0 0 -1 0 0 0 0
"BCL2A1" 0 0 0 -1 0 0 0 0
"ZFAND6" 0 0 0 -1 0 0 0 0
"FAH" 0 0 0 -1 0 0 0 0
"CTXND1" 0 0 0 -1 0 0 0 0
"ARNT2-DT" 0 0 0 -1 0 0 0 0
"ARNT2" 0 0 0 -1 0 0 0 0
"ABHD17C" 0 0 0 -1 0 0 0 0
"CEMIP" 0 0 0 -1 0 0 0 0
"MESD" 0 0 0 -1 0 0 0 0
"TLNRD1" 0 0 0 -1 0 0 0 0
"CFAP161" 0 0 0 -1 0 0 0 0
"IL16" 0 0 0 -1 0 0 0 0
"STARD5" 0 0 0 -1 0 0 0 0
"TMC3-AS1" 0 0 0 -1 0 0 0 0
"TMC3" 0 0 0 -1 0 0 0 0
"MEX3B" 0 0 0 -1 0 0 0 0
"LINC01583" 0 0 0 -1 0 0 0 0
"EFL1" 0 0 0 -1 0 0 0 0
"SAXO2" 0 0 0 -1 0 0 0 0
"ADAMTS7P1" 0 0 0 -1 0 0 0 0
"GOLGA6L10" 0 0 0 -1 0 0 0 0
"UBE2Q2P2" 0 0 0 -1 0 0 0 0
"GOLGA6L9" 0 0 0 -1 0 0 0 0
"CSPG4P10" 0 0 0 -1 0 0 0 0
"GOLGA2P10" 0 0 0 -1 0 0 0 0
"RPS17" 0 0 0 -1 0 0 0 0
"CPEB1" 0 0 0 -1 0 0 0 0
"CPEB1-AS1" 0 0 0 -1 0 0 0 0
"AP3B2" 0 0 0 -1 0 0 0 0
"ACTG1P17" 0 0 0 -1 0 0 0 0
"SNHG21" 0 0 0 -1 0 0 0 0
"FSD2" 0 0 0 -1 0 0 0 0
"WHAMM" 0 0 0 -1 0 0 0 0
"HOMER2" 0 0 0 -1 0 0 0 0
"RAMAC" 0 0 0 -1 0 0 0 0
"C15orf40" 0 0 0 -1 0 0 0 0
"BTBD1" 0 0 0 -1 0 0 0 0
"FABP5P8" 0 0 0 -1 0 0 0 0
"TM6SF1" 0 0 0 -1 0 0 0 0
"HDGFL3" 0 0 0 -1 0 0 0 0
"BNC1" 0 0 0 -1 0 0 0 0
"SH3GL3" 0 0 0 -1 0 0 0 0
"ADAMTSL3" 0 0 0 -1 0 0 0 0
"EFL1P1" 0 0 0 -1 0 0 0 0
"CSPG4P11" 0 0 0 -1 0 0 0 0
"GOLGA2P7" 0 0 0 -1 0 0 0 0
"GOLGA6L4" 0 0 0 -1 0 0 0 0
"RN7SL417P" 0 0 0 -1 0 0 0 0
"DNM1P51" 0 0 0 -1 0 0 0 0
"CSPG4P5" 0 0 0 -1 0 0 0 0
"GOLGA6L5P" 0 0 0 -1 0 0 0 0
"UBE2Q2P1" 0 0 0 -1 0 0 0 0
"ZSCAN2-AS1" 0 0 0 -1 0 0 0 0
"ZSCAN2" 0 0 0 -1 0 0 0 0
"SCAND2P" 0 0 0 -1 0 0 0 0
"EGLN1P1" 0 0 0 -1 0 0 0 0
"WDR73" 0 0 0 -1 0 0 0 0
"NMB" 0 0 0 -1 0 0 0 0
"SEC11A" 0 0 0 -1 0 0 0 0
"ZNF592" 0 0 0 -1 0 0 0 0
"ALPK3" 0 0 0 -1 0 0 0 0
"PDE8A" 0 0 0 -1 0 0 0 0
"NIFKP8" 0 0 0 -1 0 0 0 0
"CSPG4P12" 0 0 0 0 0 0 0 0
"GOLGA6L3P" 0 0 0 0 0 0 0 0
"ADAMTS7P4" 0 0 0 0 0 0 0 0
"AKAP13" 0 0 0 0 0 0 0 0
"FABP5P9" 0 0 0 0 0 0 0 0
"AKAP13-AS1" 0 0 0 0 0 0 0 0
"RNU6-1280P" 0 0 0 0 0 0 0 0
"LINC02883" 0 0 0 0 0 0 0 0
"KLHL25" 0 0 0 0 0 0 0 0
"AGBL1" 0 0 0 0 0 0 0 0
"AGBL1-AS1" 0 0 0 0 0 0 0 0
"NTRK3" 0 0 0 0 0 0 0 0
"MRPL46" 0 0 0 0 0 0 0 0
"MRPS11" 0 0 0 0 0 0 0 0
"DET1" 0 0 0 0 0 0 0 0
"AEN" 0 0 0 0 0 0 0 0
"ISG20" 0 0 0 0 0 0 0 0
"ACAN" 0 0 0 0 0 0 0 0
"HAPLN3" 0 0 0 0 0 0 0 0
"MFGE8" 0 0 0 0 0 0 0 0
"CARMAL" 0 0 0 0 0 0 0 0
"ABHD2" 0 0 0 0 0 0 0 0
"HMGB1P8" 0 0 0 0 0 0 0 0
"RLBP1" 0 0 0 0 0 0 0 0
"FANCI" 0 0 0 0 0 0 0 0
"POLG" 0 0 0 0 0 0 0 0
"POLGARF" 0 0 0 0 0 0 0 0
"POLG-DT" 0 0 0 0 0 0 0 0
"MIR9-3HG" 0 0 0 0 0 0 0 0
"RHCG" 0 0 0 0 0 0 0 0
"TICRR" 0 0 0 0 0 0 0 0
"KIF7" 0 0 0 0 0 0 0 0
"PLIN1" 0 0 0 0 0 0 0 0
"PEX11A" 0 0 0 0 0 0 0 0
"RPL36AP43" 0 0 0 0 0 0 0 0
"WDR93" 0 0 0 0 0 0 0 0
"MESP1" 0 0 0 0 0 0 0 0
"MRPL15P1" 0 0 0 0 0 0 0 0
"MESP2" 0 0 0 0 0 0 0 0
"ANPEP" 0 0 0 0 0 0 0 0
"AP3S2" 0 0 0 0 0 0 0 0
"ARPIN-AP3S2" 0 0 0 0 0 0 0 0
"ARPIN" 0 0 0 0 0 0 0 0
"ZNF710" 0 1 0 0 0 0 0 0
"MIR3174" 0 1 0 0 0 0 0 0
"ZNF710-AS1" 0 1 0 0 0 0 0 0
"IDH2" 0 1 0 0 0 0 0 0
"IDH2-DT" 0 1 0 0 0 0 0 0
"SEMA4B" 0 1 0 0 0 0 0 0
"RPS12P26" 0 1 0 0 0 0 0 0
"CIB1" 0 1 0 0 0 0 0 0
"GDPGP1" 0 1 0 0 0 0 0 0
"TTLL13" 0 1 0 0 0 0 0 0
"NGRN" 0 1 0 0 0 0 0 0
"PERPP2" 0 1 0 0 0 0 0 0
"GOLGA2P8" 0 1 0 0 0 0 0 0
"ZNF774" 0 1 0 0 0 0 0 0
"NDUFA3P4" 0 1 0 0 0 0 0 0
"IQGAP1" 0 1 0 0 0 0 0 0
"CRTC3" 0 1 0 0 0 0 0 0
"CRTC3-AS1" 0 1 0 0 0 0 0 0
"HSPE1P3" 0 1 0 0 0 0 0 0
"LINC01585" 0 0 0 0 0 0 0 0
"BLM" 0 0 0 0 0 0 0 0
"FURIN" 0 0 0 0 0 0 0 0
"FES" 0 0 0 0 0 0 0 0
"MAN2A2" 0 0 0 0 0 0 0 0
"HDDC3" 0 0 0 0 0 0 0 0
"UNC45A" 0 0 0 0 0 0 0 0
"RCCD1-AS1" 0 0 0 0 0 0 0 0
"RCCD1" 0 0 0 0 0 0 0 0
"PRC1" 0 0 0 0 0 0 0 0
"PRC1-AS1" 0 0 0 0 0 0 0 0
"VPS33B" 0 0 0 0 0 0 0 0
"VPS33B-DT" 0 0 0 0 0 0 0 0
"SV2B" 0 0 0 0 0 0 0 0
"SLCO3A1" 0 0 0 0 0 0 0 0
"ST8SIA2" 0 0 0 0 0 0 0 0
"LINC00930" 0 0 0 0 0 0 0 0
"FAM174B" 0 0 0 -1 0 0 0 0
"HMGN1P38" 0 0 0 -1 0 0 0 0
"H2AZ2P1" 0 0 0 -1 0 0 0 0
"ASB9P1" 0 0 0 -1 0 0 0 0
"CHASERR" 0 0 0 -1 0 0 0 0
"CHD2" 0 0 0 -1 0 0 0 0
"RGMA" 0 0 0 -1 0 0 0 0
"LINC01579" 0 0 0 -1 0 0 0 0
"LINC02207" 0 0 0 -1 0 0 0 0
